id, a9, reg, prov, mun, brgy,a1,a2,a3,a4,a5,b1,b3,b6,b7,b8,b9,b10,b11,b12,c1,c2,c4,c6,c7,c8,c9,c10,e1,e3,d1,d2,d12,d13,d14,d15,d7,d8,d9,d10
727,2,13,17,108,146,1,13,1,1,4,9,2,2,2,,1,0,1,2,2,1,2,5,2,2,2,2,3,1,0,3,1,10,1,1,6,1,2,5
728,2,13,17,108,146,2,16,0,1,5,11,3,2,7,2,1,0,12,11,3,2,2,2,2,1,,7,3,1,0,3,3,11,5,,6,3,2,3
730,2,13,17,108,146,1,17,1,1,5,7,3,1,1,,1,1,3,3,2,2,3,1,2,1,1,1,3,,0,1,4,7,1,99,7,1,2,3
732,unknown,13,17,unknown,unknown,2,11,1,1,4,8,3,5,8,,1,1,3,4,1,3,2,8,99,1,3,8,3,1,0,5,99,8,5,0,16,4,1,2
733,unknown,13,17,unknown,unknown,1,10,1,1,3,9,2,1,5,1,1,1,5,5,2,3,2,2,2,2,2,1,3,1,0,1,4,9,3,1,2,2,1,2
739,unknown,13,17,unknown,unknown,2,17,1,1,5,10,3,5,1,,1,1,2,6,2,1,2,4,3,3,,2,3,2,1,1,1,13,2,,12,3,1,3
741,2,13,17,108,148,2,9,1,1,3,8,3,3,1,,2,1,10,11,1,2,3,1,2,1,1,2,3,1,0,2,3,9,5,1,5,2,2,2
742,2,13,17,108,148,2,10,1,1,2,9,2,1,1,,1,1,1,1,2,2,3,1,1,1,,1,1,1,0,1,3,9,1,,4,1,2,2
743,unknown,13,17,unknown,unknown,1,9,0,1,3,8,2,2,2,,1,0,1,2,2,2,2,1,2,6,6,1,2,1,0,2,3,8,5,1,2,1,2,3
744,2,13,17,108,148,1,9,1,1,3,9,2,1,1,,1,1,3,2,1,2,3,1,1,1,1,1,3,,0,3,1,9,1,1,2,2,2,3
745,2,13,17,108,148,2,14,1,1,4,10,2,1,1,,1,0,3,3,1,2,3,1,1,,,2,3,,0,,,,,,,,,
746,2,13,17,108,148,2,14,1,1,3,12,1,3,5,1,1,1,3,3,2,2,4,1,1,2,,1,1,2,0,2,2,12,1,,5,1,2,2
748,unknown,13,17,unknown,unknown,2,14,1,1,4,10,2,1,2,,1,1,5,2,2,3,3,2,1,1,,1,3,2,0,1,1,10,2,,4,1,2,2
750,2,13,17,108,148,1,16,1,1,5,10,2,1,7,2,1,1,2,2,1,3,3,1,2,2,,3,3,2,0,1,2,10,1,,16,1,2,2
751,2,13,17,108,149,2,9,1,1,3,7,3,2,1,,1,0,2,2,3,1,5,5,5,,5,1,1,,0,,,,,99,,,,
753,2,13,17,108,149,1,9,1,1,3,8,2,1,1,,1,1,4,5,1,3,3,5,5,4,,1,1,1,0,2,1,8,1,,4,1,2,2
754,2,13,17,108,149,1,11,1,1,3,7,3,1,1,,3,0,3,2,3,2,2,1,2,1,,1,2,1,0,2,3,9,1,,5,2,2,3
755,unknown,13,17,unknown,unknown,2,12,0,1,4,9,3,1,4,2,1,1,99,9,2,3,4,5,5,4,99,1,3,1,0,2,3,9,2,1,14,1,2,3
761,2,13,17,108,150,2,10,1,1,3,9,2,2,1,,1,0,2,2,1,3,2,2,2,2,,1,1,1,0,3,3,9,5,,1,1,2,3
763,2,13,17,108,150,1,11,1,1,3,5,2,1,1,,1,0,3,4,1,2,3,2,1,1,1,1,1,1,0,1,1,9,1,1,2,2,2,3
765,2,13,17,108,149,2,14,1,1,4,10,3,8,1,,2,0,12,12,1,2,2,1,4,5,6,6,2,2,1,1,1,10,1,0,7,2,2,3
766,2,13,17,108,150,1,13,1,1,4,11,2,1,1,,1,1,6,8,1,2,3,2,2,2,1,1,3,1,0,3,1,10,1,1,5,1,2,1
769,2,13,17,108,150,1,15,1,1,4,13,4,1,1,,1,1,3,5,1,3,3,2,2,4,1,1,3,1,0,1,1,13,1,1,7,2,2,3
771,2,13,17,108,151,2,9,1,1,2,7,1,1,1,,1,0,99,2,1,2,3,1,1,,,1,1,,0,,,,,,,,,
772,2,13,17,108,151,2,11,1,1,3,9,3,5,6,1,1,1,2,7,1,3,2,2,2,3,,2,2,2,0,2,3,9,1,,5,1,2,1
773,2,13,17,108,151,1,10,1,1,3,9,4,1,1,,1,1,2,3,1,3,3,1,1,,1,1,1,1,99,,,,,1,,,,
774,2,13,17,108,151,1,11,0,1,3,6,3,5,5,2,2,0,4,7,2,2,4,4,4,3,4,4,3,99,1,2,2,6,5,1,5,2,2,2
775,2,13,17,108,151,2,12,1,1,3,10,2,1,1,,1,0,3,12,2,2,2,1,1,2,1,1,3,1,0,1,3,10,1,0,4,1,1,1
777,2,13,17,108,151,1,13,1,1,4,10,3,1,1,,1,1,7,1,2,2,4,2,1,1,1,1,3,1,0,1,4,12,1,0,3,2,2,3
779,2,13,17,108,151,2,17,1,0,7,8,3,6,6,2,1,1,7,9,1,3,3,3,2,2,,4,4,2,0,1,2,10,5,,14,3,2,3
780,unknown,13,17,unknown,unknown,1,16,1,1,4,13,3,4,4,1,1,1,5,8,2,2,4,3,4,4,1,5,3,1,0,2,2,13,2,0,13,1,2,2
783,2,13,17,108,152,1,10,1,1,2,7,1,1,1,,1,0,1,7,1,3,3,1,1,1,1,1,3,1,0,2,2,7,1,1,3,1,2,2
784,2,13,17,108,152,2,12,0,1,3,9,1,1,1,,1,0,12,2,1,2,3,1,1,3,,3,1,,0,1,4,9,1,,3,1,2,1
785,2,13,17,108,152,2,14,1,1,3,10,4,5,1,,1,1,1,7,1,3,3,1,3,4,,4,3,2,1,1,2,10,2,,3,3,2,2
789,2,13,17,108,152,1,15,1,1,4,11,3,1,1,,1,1,2,3,1,2,3,1,1,1,,1,1,,0,1,3,11,1,,7,1,2,3
792,unknown,13,17,unknown,unknown,2,11,1,1,2,10,2,1,1,,1,1,1,5,1,3,3,1,1,1,,1,1,1,0,1,3,10,1,,3,1,2,2
793,2,13,17,108,153,1,9,1,1,3,9,3,1,1,,1,1,3,4,1,3,4,1,1,,1,1,1,,99,,,,,99,,,,
795,unknown,13,17,unknown,unknown,2,12,1,1,4,10,2,2,2,,1,0,1,2,2,2,3,2,99,2,2,1,3,1,0,3,4,10,1,1,4,2,2,6
797,2,13,17,108,153,1,14,1,1,4,10,3,1,1,,2,1,4,4,1,3,4,2,2,1,1,1,3,1,0,2,1,11,1,0,5,1,2,3
798,2,13,17,108,153,2,15,1,1,3,13,3,5,2,,1,1,5,5,2,2,3,1,1,1,1,1,3,1,1,4,1,13,5,99,4,2,2,4
799,unknown,13,17,unknown,unknown,2,16,1,1,4,10,3,5,5,1,1,1,3,5,1,1,4,5,5,5,5,6,2,2,0,3,3,10,3,0,10,1,2,4
801,2,13,20,114,172,2,10,1,1,3,8,4,1,1,,2,1,3,5,3,2,3,3,1,,1,1,4,1,0,,,,,1,,,,
802,2,13,20,114,172,2,10,1,1,3,7,2,1,2,,1,0,3,3,1,2,5,2,1,2,,1,3,,1,1,5,7,1,,1,1,2,3
803,2,13,20,114,172,1,9,1,1,3,7,2,1,1,,1,1,1,4,1,2,3,4,4,4,1,1,3,1,0,3,3,7,1,1,4,3,2,3
804,2,13,20,114,172,1,9,1,1,3,6,2,1,1,,1,1,3,6,2,2,3,3,4,4,4,4,2,2,0,1,2,6,1,99,5,2,2,2
805,2,13,20,114,172,2,13,1,1,4,12,2,3,2,,2,0,2,4,3,3,2,2,2,,1,1,2,,0,,,,,99,,,,
806,2,13,20,114,172,1,12,0,1,3,8,3,1,5,2,2,1,3,5,1,2,3,3,3,3,3,3,2,2,0,2,3,8,1,0,6,2,1,2
808,2,13,20,114,172,2,16,0,1,5,14,3,5,5,2,1,0,4,4,1,3,4,1,1,1,2,2,2,2,1,3,1,14,0,0,7,1,2,3
809,2,13,20,114,172,1,16,1,1,4,11,2,2,5,1,1,1,4,6,2,3,3,1,1,1,1,1,2,99,0,3,1,11,1,1,7,2,2,2
810,2,13,20,114,172,1,17,1,1,5,11,3,2,1,,1,1,4,6,2,3,3,1,1,,1,2,3,,1,,,,,0,,,,
811,2,13,20,114,173,2,9,1,1,3,7,3,1,1,,2,0,2,3,2,1,1,1,2,,1,2,4,3,1,,,,,1,,,,
812,2,13,20,114,173,2,10,0,1,3,9,2,1,1,,3,1,4,4,2,1,1,2,1,,3,1,4,1,0,,,,,0,,,,
813,2,13,20,114,173,1,10,1,1,3,6,1,2,3,1,1,0,4,5,2,2,2,2,1,1,1,1,1,1,0,1,5,7,0,1,2,1,1,1
816,2,13,20,114,173,1,12,1,1,3,6,2,1,2,,1,1,3,3,1,2,2,1,1,1,1,1,1,1,0,2,99,99,0,0,99,99,99,99
817,2,13,20,114,173,1,13,1,1,4,7,2,1,1,,1,1,5,8,1,2,4,1,1,3,1,1,3,,0,1,3,7,3,0,5,1,2,2
821,2,13,20,114,174,2,10,1,1,3,7,3,1,1,,1,1,5,7,1,3,4,1,1,1,1,2,3,1,0,3,1,7,1,0,4,1,2,1
822,2,13,20,114,174,2,10,1,1,3,9,3,2,2,,1,1,2,2,1,4,4,1,2,,1,1,1,1,0,,,,,99,,,,
823,2,13,20,114,174,1,9,1,1,3,8,2,1,2,,1,0,5,5,2,2,2,1,1,,,1,1,,0,,,,,,,,,
824,2,13,20,114,174,1,10,1,1,3,7,1,1,1,,1,1,1,1,2,2,3,2,1,1,,1,1,,0,2,3,10,1,,2,1,1,3
825,2,13,20,114,174,2,14,1,1,4,10,4,1,1,,1,0,9,9,2,1,6,6,6,6,,3,3,1,0,1,3,10,1,,10,1,2,3
826,2,13,20,114,174,1,11,1,1,4,6,4,2,6,2,2,1,8,8,1,3,2,8,99,6,99,6,2,2,0,1,3,6,4,0,14,3,2,99
827,2,13,20,114,174,1,14,99,1,4,10,3,99,5,3,3,1,9,12,3,2,4,2,2,99,99,99,4,99,0,4,99,99,99,0,10,3,99,3
828,2,13,20,114,174,2,16,0,1,4,11,4,7,1,,1,1,1,4,1,4,2,4,5,4,,3,4,1,1,4,2,11,1,,6,1,2,2
829,2,13,20,114,174,1,15,1,1,4,9,3,4,5,1,1,1,99,5,1,3,1,2,2,2,1,2,2,1,1,2,2,11,3,0,6,1,2,2
830,2,13,20,114,174,1,17,0,0,7,12,3,5,7,2,1,1,4,9,1,3,3,4,3,4,5,4,2,,0,2,3,12,1,0,5,2,2,4
841,2,13,20,114,176,2,9,1,1,4,10,2,1,2,,1,0,6,6,2,2,2,2,2,2,2,2,2,99,0,1,3,10,2,1,7,1,2,2
842,2,13,20,114,176,2,10,1,1,3,7,2,1,1,,1,99,4,4,1,3,2,1,1,1,1,99,1,,0,1,99,7,1,1,4,99,1,3
843,2,13,20,114,176,1,11,1,1,3,8,1,1,1,,1,0,4,8,1,1,1,99,99,,,99,1,,99,,,,,,,,,
844,2,13,20,114,176,1,10,1,1,3,10,3,1,1,,1,1,5,7,1,3,3,1,1,1,1,1,3,,0,1,1,10,1,0,6,1,2,2
846,2,13,20,114,176,2,14,1,1,9,12,4,8,2,,1,1,1,12,2,5,3,2,1,,,2,4,1,0,,,,,,,,,
847,2,13,20,114,176,1,17,0,1,4,14,2,2,2,,99,99,3,1,3,99,1,99,99,99,99,99,99,99,0,99,99,99,99,99,4,99,99,99
848,2,13,20,114,176,2,15,1,1,4,12,2,1,1,,1,0,6,6,2,1,2,4,4,2,1,5,3,2,1,1,1,15,2,99,6,2,2,3
849,2,13,20,114,176,2,16,1,1,4,11,2,2,2,,1,1,6,1,1,1,1,1,2,,3,2,1,,0,,,,,0,,,,
850,2,13,20,114,176,1,16,1,1,4,12,2,2,2,,2,1,3,6,2,2,3,3,4,,4,2,2,1,0,,,,,0,,,,
851,2,13,20,114,178,2,10,1,1,3,8,3,1,1,,1,0,5,7,2,3,3,3,2,2,3,2,1,3,0,2,2,8,1,0,5,2,1,5
852,2,13,20,114,178,2,11,1,1,4,7,3,1,1,,2,1,3,4,1,3,3,2,1,1,1,5,1,1,0,1,2,7,1,1,4,2,2,2
853,2,13,20,114,178,1,10,1,1,3,6,4,1,1,,1,0,4,3,1,3,3,1,1,1,1,1,2,1,0,2,1,9,1,0,4,1,2,2
854,2,13,20,114,178,2,12,1,1,3,11,2,1,1,,1,1,8,5,1,4,2,1,1,,2,1,4,1,0,,,,,0,,,,
855,2,13,20,114,178,2,13,1,1,4,10,3,2,2,,1,0,3,4,2,99,2,1,1,1,1,2,1,1,1,2,2,10,5,99,99,1,2,99
856,2,13,20,114,177,1,12,1,1,3,9,4,1,5,2,1,1,5,5,2,2,4,3,3,1,5,5,2,2,0,3,2,9,1,0,3,1,2,1
857,2,13,20,114,178,1,13,0,1,4,9,99,1,2,,1,0,3,2,1,2,1,2,2,2,2,2,1,2,0,3,4,10,1,0,6,99,99,2
861,unknown,13,20,unknown,unknown,2,10,0,1,3,9,2,1,1,,1,0,1,1,1,2,1,1,1,1,1,1,1,,0,1,1,9,0,99,4,1,1,2
862,unknown,13,20,unknown,unknown,2,11,1,1,4,9,2,2,2,,99,0,12,99,2,99,2,2,1,2,99,2,2,1,0,1,2,9,1,99,6,1,2,2
863,unknown,13,20,unknown,unknown,1,10,1,1,3,9,3,1,1,,2,1,3,3,2,3,5,2,1,1,1,4,3,1,0,3,1,10,1,1,3,1,1,2
864,unknown,13,20,unknown,unknown,1,10,1,1,3,9,2,1,1,,1,0,4,4,1,3,2,1,1,,1,1,1,,0,,,,,1,,,,
865,2,13,20,114,177,2,12,1,1,4,8,3,2,7,1,2,0,3,4,3,2,2,99,99,99,99,99,2,1,0,2,99,99,99,99,5,1,2,5
866,2,13,20,114,177,2,13,1,1,4,10,4,5,2,2,2,1,11,11,1,3,2,2,5,2,99,99,4,2,1,3,1,10,2,1,7,3,2,2
867,2,13,20,114,177,1,13,1,0,4,9,2,4,4,2,2,0,12,2,2,2,2,1,1,1,1,1,3,2,1,2,1,10,1,0,4,1,1,99
868,2,13,20,114,177,2,15,1,1,4,12,2,2,2,,1,0,3,3,1,3,4,4,4,4,5,4,4,1,0,2,3,12,1,99,8,3,1,2
869,2,13,20,114,177,1,15,0,1,4,13,4,2,2,,1,1,10,11,1,2,3,1,2,2,2,2,1,1,0,1,1,13,1,0,10,1,2,3
870,2,13,20,114,177,1,16,1,1,4,13,2,2,3,2,3,0,1,2,2,2,2,2,4,5,4,4,2,2,0,2,3,13,1,0,5,2,2,3
871,2,13,20,114,179,2,10,1,1,3,8,2,2,2,,1,0,3,3,1,2,2,1,1,1,,1,1,3,0,2,2,8,1,,1,2,2,2
872,2,13,20,114,179,2,10,0,1,3,1,2,2,2,,1,0,12,2,2,1,1,1,1,,,1,1,1,0,,,,,,,,,
874,2,13,20,114,179,1,10,1,1,3,7,2,1,5,2,1,0,3,3,1,3,1,2,1,1,1,2,3,2,0,2,2,8,1,1,2,2,2,2
875,unknown,13,20,unknown,unknown,2,12,1,1,4,12,2,2,8,,1,1,3,6,1,2,4,2,1,1,,1,2,1,0,1,1,12,1,,6,1,2,3
876,unknown,13,20,unknown,unknown,2,14,1,1,4,12,2,2,2,,1,1,12,12,2,99,99,2,99,2,2,4,99,99,0,3,2,12,5,1,5,2,2,3
877,unknown,13,20,unknown,unknown,1,13,99,1,4,8,3,6,5,2,99,1,6,6,2,2,4,3,2,2,1,1,3,2,1,1,1,10,1,0,6,1,2,3
878,2,13,20,114,179,2,15,1,1,4,10,3,2,6,2,1,1,9,10,1,3,3,2,2,4,4,5,3,2,0,2,2,10,2,0,3,2,2,2
879,2,13,20,114,179,2,17,1,1,4,12,2,1,1,,1,0,7,11,1,2,3,2,99,99,99,99,2,2,0,1,3,14,2,99,12,3,2,3
881,2,13,20,114,175,2,9,1,1,3,7,1,1,1,,2,1,4,4,2,3,4,1,1,2,3,3,3,99,0,1,1,7,0,1,4,3,2,2
882,2,13,20,114,180,2,11,1,1,4,7,3,5,1,,1,1,5,7,1,3,4,1,3,99,99,1,4,1,0,1,2,7,1,99,5,1,2,3
883,2,13,20,114,175,1,9,1,1,2,6,3,1,1,,1,0,4,4,1,1,3,1,1,1,1,1,3,1,99,1,2,9,1,1,9,1,2,2
884,2,13,20,114,175,1,11,1,1,4,5,3,1,1,,1,0,1,1,1,3,3,1,1,1,1,1,1,,99,2,3,5,1,0,4,2,2,1
885,2,13,20,114,180,2,14,1,1,4,7,4,2,2,,1,1,3,7,1,3,6,99,99,99,99,99,99,99,1,4,99,99,99,99,99,2,2,99
886,2,13,20,114,180,1,12,1,1,3,8,3,1,1,,1,0,2,5,2,3,3,1,1,1,1,1,3,,0,1,1,8,1,1,7,1,2,2
887,2,13,20,114,175,1,14,1,1,4,8,2,2,2,,2,1,6,6,2,2,4,1,1,1,1,3,1,2,0,2,3,8,1,1,8,1,2,3
888,2,13,20,114,175,2,16,0,1,5,10,3,1,5,1,1,1,8,9,1,3,4,3,4,3,3,4,2,2,1,2,3,10,2,99,8,2,2,3
889,2,13,20,114,180,1,15,1,1,4,10,3,2,2,,1,1,6,10,1,2,2,2,1,2,2,2,3,2,0,1,2,14,1,1,8,99,2,3
890,2,13,20,114,176,1,17,1,1,4,9,3,1,1,1,1,1,4,3,2,2,5,1,1,3,1,1,2,2,0,2,2,11,1,1,6,2,2,3
891,2,2,2,9,10,2,9,1,1,3,9,4,1,1,,1,1,1,1,1,2,1,2,1,,1,1,4,1,99,,,,,0,,,,
893,2,2,2,9,10,1,10,1,1,3,8,2,8,6,3,2,0,3,8,1,2,5,2,6,6,1,99,1,1,0,1,3,8,3,0,2,1,2,1
895,2,2,2,9,10,2,14,1,1,4,14,2,2,8,,1,1,12,1,2,2,4,2,2,2,,1,2,1,0,2,3,14,3,,16,1,2,3
896,2,2,2,9,10,1,14,1,1,4,11,2,4,2,,1,0,1,2,3,2,2,4,5,4,1,4,2,1,0,2,1,11,1,0,2,1,2,3
897,2,2,2,9,10,2,15,1,1,4,10,3,6,4,2,1,1,5,12,2,2,6,2,2,2,,2,3,2,0,4,1,10,2,,6,1,2,2
898,2,2,2,9,10,2,17,1,1,5,14,3,4,2,,1,0,4,12,2,3,3,2,2,2,,2,3,2,0,1,1,14,1,,5,1,2,2
900,2,2,2,9,10,1,17,0,1,4,1,2,2,2,,2,1,3,5,2,2,2,2,2,99,2,99,3,99,0,99,1,17,4,99,6,99,99,3
901,2,2,2,10,11,2,10,1,1,4,10,2,1,1,,1,0,2,3,2,1,2,2,2,1,,1,3,1,0,1,1,10,1,,4,1,2,3
902,2,2,2,10,11,1,10,1,1,3,7,1,1,1,,1,0,99,99,99,99,99,1,99,99,,99,1,,99,99,99,99,99,,99,99,99,99
903,2,2,2,10,11,1,10,1,1,3,6,2,1,4,1,1,1,3,3,2,99,2,4,2,1,,1,4,1,0,99,99,99,99,,99,99,99,99
904,2,2,2,10,11,1,11,1,1,3,11,3,1,5,1,1,1,1,1,2,3,2,2,4,3,4,4,2,2,1,3,1,11,4,1,14,1,2,3
905,2,2,2,10,11,2,13,1,1,4,11,4,3,99,,3,0,9,8,1,3,3,3,2,2,,3,2,1,1,1,99,11,1,,7,1,2,4
907,2,2,2,10,11,2,14,0,0,1,9,2,2,2,,1,1,1,1,2,2,1,2,1,,,1,1,1,0,,,,,,,,,
909,unknown,2,2,unknown,unknown,1,15,1,1,4,14,2,2,1,,1,1,3,3,2,1,2,2,1,2,2,1,3,1,0,3,1,14,2,0,99,3,2,3
910,2,2,2,10,11,1,15,0,1,6,15,2,2,1,,1,1,1,1,3,2,2,1,1,1,1,1,3,1,0,1,2,15,1,0,7,1,2,1
911,2,2,2,11,12,2,10,1,1,3,9,2,8,1,,1,0,1,1,1,5,1,1,1,,,1,5,1,99,,,,,,,,,
912,2,2,2,11,12,2,10,0,1,3,1,3,1,2,,1,0,3,2,1,3,2,3,3,,1,1,3,1,0,,,,,99,,,,
913,2,2,2,11,12,1,9,1,1,3,7,2,1,1,,1,0,1,4,1,2,3,4,1,,,1,1,1,0,,,,,,,,,
914,2,2,2,11,12,1,11,1,1,4,9,4,5,5,2,2,1,1,3,2,3,4,2,4,2,2,5,2,2,1,3,2,10,2,1,1,1,2,2
915,2,2,2,11,12,2,13,1,1,4,11,3,4,3,2,1,0,3,3,2,2,4,2,2,2,2,2,2,2,0,1,1,11,1,1,1,2,2,3
916,2,2,2,11,12,2,15,0,1,4,13,2,2,99,,1,0,1,12,2,2,2,99,1,1,1,2,3,2,99,1,1,13,99,99,99,2,2,3
917,2,2,2,11,12,2,11,1,1,3,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
918,2,2,2,11,12,2,15,0,0,3,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
919,unknown,2,2,unknown,unknown,1,15,1,1,6,1,3,8,1,,1,1,1,1,3,1,2,3,2,,2,1,3,1,0,,,,,0,,,,
920,2,2,2,11,12,2,16,1,1,5,13,3,2,2,,1,1,1,8,2,2,2,7,2,2,6,2,3,3,0,2,4,13,5,0,15,3,2,1
921,2,2,2,11,13,2,9,1,1,3,9,3,2,3,1,1,1,2,6,3,2,2,2,2,1,2,6,2,2,0,1,2,9,1,1,8,1,1,3
922,2,2,2,11,13,2,11,1,1,3,11,3,2,1,,1,0,2,2,1,4,2,1,1,1,1,1,3,1,0,1,2,5,2,1,2,2,2,5
923,2,2,2,11,13,1,10,1,1,3,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
924,2,2,2,11,13,2,11,1,1,3,11,3,4,2,,2,1,9,7,2,3,3,4,4,4,2,3,3,2,0,3,2,11,5,0,3,2,2,2
925,2,2,2,11,13,2,14,1,1,4,12,2,2,1,,2,1,2,12,2,2,3,2,2,2,1,3,3,2,0,2,4,12,2,0,9,1,2,2
926,2,2,2,11,12,1,12,0,1,3,12,2,2,2,,1,0,3,3,1,3,2,2,2,2,2,2,3,2,0,3,3,12,0,0,1,4,1,7
927,2,2,2,11,13,1,16,1,1,5,13,1,7,1,,1,0,12,4,3,5,2,2,1,1,1,2,2,3,1,2,1,13,5,1,12,2,2,2
928,2,2,2,11,13,2,15,1,1,4,10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
929,2,2,2,11,13,2,17,1,1,5,15,2,2,5,2,1,0,2,2,2,3,2,1,2,1,,4,3,1,0,1,4,15,1,,1,1,2,3
930,2,2,2,11,13,1,16,1,1,5,14,2,4,4,1,1,0,3,2,2,2,4,1,2,1,,3,2,1,0,2,5,14,3,,3,2,2,1
931,2,2,2,12,14,2,11,1,1,3,9,3,1,1,,1,0,2,6,2,3,4,1,1,5,,5,3,,0,3,3,9,1,,4,1,2,4
932,2,2,2,12,14,1,10,0,1,3,99,1,1,1,,1,0,12,12,99,99,99,1,1,1,1,1,1,,99,1,99,99,99,1,99,99,99,99
934,2,2,2,12,14,2,13,0,1,4,1,2,1,1,,1,1,1,5,2,2,2,2,1,2,,1,2,1,0,1,3,1,2,,7,1,2,2
935,2,2,2,12,14,2,13,1,1,4,99,99,99,1,,99,0,1,1,99,2,99,2,1,,2,2,99,2,0,,,,,0,,,,
936,2,2,2,12,14,2,13,1,1,4,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
938,unknown,2,2,unknown,unknown,2,15,1,1,4,12,2,1,1,,1,0,8,9,3,2,1,2,1,1,1,1,3,1,0,1,1,12,3,0,6,1,2,3
939,2,2,2,12,14,2,17,1,1,4,14,2,2,1,,1,1,2,3,2,2,3,5,2,1,1,5,3,2,0,2,1,14,5,99,8,1,2,2
940,2,2,2,12,14,1,16,0,1,5,15,3,5,2,,2,0,4,7,2,2,4,2,2,1,2,2,2,1,1,1,1,15,5,0,9,2,2,4
941,unknown,2,2,unknown,unknown,2,10,0,1,3,6,2,3,4,1,1,0,3,3,2,3,3,4,4,3,1,1,2,1,0,3,3,11,1,99,2,2,1,2
942,2,2,2,13,15,2,9,1,1,3,8,4,1,7,1,2,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,8,4,1,2,1,2,1
943,2,2,2,13,15,1,11,0,1,3,10,3,1,7,2,1,1,3,3,2,2,7,2,4,4,1,1,2,1,0,2,3,10,2,1,4,2,2,2
944,2,2,2,13,15,2,12,1,1,4,10,2,4,2,,1,1,1,5,2,2,2,1,2,,1,1,2,2,0,,,,,1,,,,
947,unknown,2,2,unknown,unknown,1,14,1,1,4,12,2,2,2,,1,1,1,2,2,2,2,2,2,1,,2,3,,0,1,1,12,2,,1,1,2,3
948,2,2,2,13,15,2,17,1,1,5,13,2,2,5,1,1,0,2,12,2,3,2,1,3,1,,4,4,2,0,2,1,13,1,,16,1,2,2
949,2,2,2,13,15,1,15,99,1,4,6,2,2,2,,99,1,3,4,2,3,2,2,2,2,2,2,3,1,0,2,2,6,2,1,3,1,2,3
951,2,2,2,13,16,2,10,1,1,3,10,2,2,1,,1,1,3,3,1,3,3,4,4,1,1,2,3,1,0,3,1,10,2,0,4,2,2,3
952,2,2,2,13,16,1,10,1,1,3,8,1,4,1,,1,0,1,1,3,1,2,4,5,1,5,1,1,,0,3,99,9,1,1,1,1,1,3
953,unknown,2,2,unknown,unknown,1,10,1,1,3,10,2,2,1,,1,0,1,1,2,3,1,1,1,1,1,1,1,1,0,3,1,10,0,0,99,99,99,99
954,2,2,2,13,16,2,12,1,1,4,11,2,2,1,,1,1,12,12,2,2,99,2,2,1,,2,1,99,0,1,3,11,3,,2,4,2,2
955,unknown,2,2,unknown,unknown,1,13,1,1,4,11,3,4,4,2,1,1,5,5,1,1,3,3,2,99,99,99,3,99,0,3,1,13,5,0,8,1,2,2
956,2,2,2,13,16,1,14,1,1,4,13,2,4,1,,2,1,1,8,1,3,3,4,4,4,4,4,3,2,0,2,3,13,2,0,8,1,2,3
957,2,2,2,13,16,2,15,0,1,4,13,3,4,5,2,1,1,3,4,2,2,4,5,7,5,,1,2,1,0,2,4,13,1,,99,1,2,3
958,2,2,2,13,16,2,17,1,1,5,17,3,4,1,,1,1,3,4,2,2,5,1,2,1,,4,3,2,0,1,99,11,1,,7,2,2,3
959,unknown,2,2,unknown,unknown,1,16,0,1,5,15,2,2,1,,1,1,2,3,2,3,2,2,2,2,2,2,3,1,0,1,1,15,1,0,3,1,2,3
960,2,2,2,13,16,1,16,1,1,5,9,2,4,6,2,1,1,2,4,2,2,3,2,2,2,1,4,3,2,0,1,1,11,5,1,5,1,2,2
961,2,2,2,14,17,2,11,1,1,3,10,2,1,1,,1,0,1,3,2,2,2,6,6,1,6,1,1,,1,3,2,10,1,0,1,99,1,2
962,2,2,2,14,17,1,9,1,1,3,8,4,1,1,,1,1,9,10,2,3,1,1,1,1,1,1,3,1,0,1,1,8,1,0,99,1,2,3
963,2,2,2,14,18,1,11,99,1,3,11,3,99,99,,1,0,4,3,3,2,2,2,3,99,99,2,3,1,0,1,2,8,3,0,2,99,2,1
964,unknown,2,2,unknown,unknown,2,13,0,1,4,9,3,2,1,,2,1,4,7,1,3,3,4,4,3,,1,4,2,0,2,2,9,4,,6,2,1,2
965,2,2,2,14,18,1,12,1,1,4,10,2,2,1,,1,0,1,2,2,2,3,2,2,2,1,2,3,1,0,2,5,10,3,1,3,2,2,3
966,2,2,2,14,18,1,13,1,1,9,12,3,4,1,,1,0,3,4,3,2,3,3,5,5,1,6,2,1,0,5,5,12,1,0,4,2,3,2
967,1,2,2,14,17,2,16,0,1,5,12,3,1,1,,1,1,3,3,1,2,2,1,2,7,1,7,4,2,0,3,1,12,2,0,6,2,2,2
968,unknown,2,2,unknown,unknown,1,14,0,1,4,11,3,2,2,,1,0,3,12,2,3,2,2,3,2,99,1,1,3,0,2,99,11,2,0,5,1,2,3
969,1,2,2,14,17,1,16,1,1,5,9,3,6,1,,1,1,9,11,1,3,5,7,7,7,2,7,4,2,1,2,2,9,1,0,8,2,2,2
